experiment_id,dataset,model,beta,corruption,severity,accuracy,mean_confidence,mean_entropy
cifar10_vib_beta_0_03,cifar10,vib,0.03,contrast,0.4,0.5501,0.6175744575500488,1.0849173481941223
cifar10_vib_beta_0_1,cifar10,vib,0.1,gaussian,0.0,0.6872,0.6467417938232422,1.0190907090187074
cifar10_vib_beta_0_1,cifar10,vib,0.1,gaussian,0.1,0.523,0.566542544746399,1.307322657775879
cifar10_vib_beta_0_1,cifar10,vib,0.1,gaussian,0.2,0.3413,0.46877367963790895,1.6173401132583618
cifar10_vib_beta_0_1,cifar10,vib,0.1,gaussian,0.3,0.2224,0.4290382186412811,1.7309744243621825
cifar10_vib_beta_0_1,cifar10,vib,0.1,gaussian,0.4,0.1679,0.4237287109851837,1.7498238027572632
cifar10_vib_beta_0_1,cifar10,vib,0.1,salt_pepper,0.0,0.6872,0.6467417938232422,1.0190907090187074
cifar10_vib_beta_0_1,cifar10,vib,0.1,salt_pepper,0.1,0.5242,0.5617955046653748,1.3130474229812623
cifar10_vib_beta_0_1,cifar10,vib,0.1,salt_pepper,0.2,0.4112,0.5010556157588959,1.5100584321975707
cifar10_vib_beta_0_1,cifar10,vib,0.1,salt_pepper,0.3,0.3333,0.45967570362091065,1.6318338375091552
cifar10_vib_beta_0_1,cifar10,vib,0.1,salt_pepper,0.4,0.2731,0.4368981409072876,1.6981860019683839
cifar10_vib_beta_0_1,cifar10,vib,0.1,blur,0.0,0.6872,0.6467417938232422,1.0190907090187074
cifar10_vib_beta_0_1,cifar10,vib,0.1,blur,0.1,0.4811,0.5131330609321594,1.2984375312805176
cifar10_vib_beta_0_1,cifar10,vib,0.1,blur,0.2,0.4811,0.5131330609321594,1.2984375312805176
cifar10_vib_beta_0_1,cifar10,vib,0.1,blur,0.3,0.3199,0.44703779945373534,1.4657379606246947
cifar10_vib_beta_0_1,cifar10,vib,0.1,blur,0.4,0.3199,0.44703779945373534,1.4657379606246947
cifar10_vib_beta_0_1,cifar10,vib,0.1,contrast,0.0,0.6872,0.6467417938232422,1.0190907090187074
cifar10_vib_beta_0_1,cifar10,vib,0.1,contrast,0.1,0.6795,0.6327662065505981,1.0537671290397643
cifar10_vib_beta_0_1,cifar10,vib,0.1,contrast,0.2,0.6576,0.6120822496414184,1.1039758136749267
cifar10_vib_beta_0_1,cifar10,vib,0.1,contrast,0.3,0.6184,0.5834905162811279,1.173419718170166
cifar10_vib_beta_0_1,cifar10,vib,0.1,contrast,0.4,0.5562,0.5494030921936035,1.2562449470520018
cifar10_vib_beta_0_3,cifar10,vib,0.3,gaussian,0.0,0.6394,0.4239345083236694,1.5906181480407715
cifar10_vib_beta_0_3,cifar10,vib,0.3,gaussian,0.1,0.4805,0.3551956639289856,1.803877753829956
cifar10_vib_beta_0_3,cifar10,vib,0.3,gaussian,0.2,0.2795,0.28264626426696776,1.998134259414673
cifar10_vib_beta_0_3,cifar10,vib,0.3,gaussian,0.3,0.191,0.25495167078971864,2.0656710636138915
cifar10_vib_beta_0_3,cifar10,vib,0.3,gaussian,0.4,0.15,0.24465845458507537,2.0861192432403564
cifar10_vib_beta_0_3,cifar10,vib,0.3,salt_pepper,0.0,0.6394,0.4239345083236694,1.5906181480407715
cifar10_vib_beta_0_3,cifar10,vib,0.3,salt_pepper,0.1,0.4791,0.3438192354202271,1.8123188255310059
cifar10_vib_beta_0_3,cifar10,vib,0.3,salt_pepper,0.2,0.3561,0.30261995692253113,1.9307795021057128
cifar10_vib_beta_0_3,cifar10,vib,0.3,salt_pepper,0.3,0.2795,0.2779239256858826,2.001385013580322
cifar10_vib_beta_0_3,cifar10,vib,0.3,salt_pepper,0.4,0.2269,0.26407755031585695,2.0386835655212403
cifar10_vib_beta_0_3,cifar10,vib,0.3,blur,0.0,0.6394,0.4239345083236694,1.5906181480407715
cifar10_vib_beta_0_3,cifar10,vib,0.3,blur,0.1,0.4461,0.3372799768447876,1.7609998611450195
cifar10_vib_beta_0_3,cifar10,vib,0.3,blur,0.2,0.4461,0.3372799768447876,1.7609998611450195
cifar10_vib_beta_0_3,cifar10,vib,0.3,blur,0.3,0.2862,0.29169596042633056,1.8515812440872192
cifar10_vib_beta_0_3,cifar10,vib,0.3,blur,0.4,0.2862,0.29169596042633056,1.8515812440872192
